fips,jurisdiction,state,postal,eavs_reg,eavs_exact_jname,nd_reg,nh_reg,ak_reg,mi_reg,total_reg
15900,VILLAGE OF CLYMAN - DODGE COUNTY,WISCONSIN,WI,237,VILLAGE OF CLYMAN - DODGE COUNTY,NA,NA,NA,NA,237
15925,TOWN OF CLYMAN - DODGE COUNTY,WISCONSIN,WI,520,TOWN OF CLYMAN - DODGE COUNTY,NA,NA,NA,NA,520
15975,VILLAGE OF COBB - IOWA COUNTY,WISCONSIN,WI,298,VILLAGE OF COBB - IOWA COUNTY,NA,NA,NA,NA,298
16025,VILLAGE OF COCHRANE - BUFFALO COUNTY,WISCONSIN,WI,291,VILLAGE OF COCHRANE - BUFFALO COUNTY,NA,NA,NA,NA,291
16075,TOWN OF COLBURN - ADAMS COUNTY,WISCONSIN,WI,159,TOWN OF COLBURN - ADAMS COUNTY,NA,NA,NA,NA,159
16125,TOWN OF COLBURN - CHIPPEWA COUNTY,WISCONSIN,WI,539,TOWN OF COLBURN - CHIPPEWA COUNTY,NA,NA,NA,NA,539
16150,CITY OF COLBY - MULTIPLE COUNTIES,WISCONSIN,WI,975,CITY OF COLBY - MULTIPLE COUNTIES,NA,NA,NA,NA,975
16175,TOWN OF COLBY - CLARK COUNTY,WISCONSIN,WI,331,TOWN OF COLBY - CLARK COUNTY,NA,NA,NA,NA,331
16225,TOWN OF COLD SPRING - JEFFERSON COUNTY,WISCONSIN,WI,530,TOWN OF COLD SPRING - JEFFERSON COUNTY,NA,NA,NA,NA,530
16250,VILLAGE OF COLEMAN - MARINETTE COUNTY,WISCONSIN,WI,445,VILLAGE OF COLEMAN - MARINETTE COUNTY,NA,NA,NA,NA,445
16275,VILLAGE OF COLFAX - DUNN COUNTY,WISCONSIN,WI,701,VILLAGE OF COLFAX - DUNN COUNTY,NA,NA,NA,NA,701
16300,TOWN OF COLFAX - DUNN COUNTY,WISCONSIN,WI,818,TOWN OF COLFAX - DUNN COUNTY,NA,NA,NA,NA,818
16375,VILLAGE OF COLOMA - WAUSHARA COUNTY,WISCONSIN,WI,301,VILLAGE OF COLOMA - WAUSHARA COUNTY,NA,NA,NA,NA,301
16400,TOWN OF COLOMA - WAUSHARA COUNTY,WISCONSIN,WI,480,TOWN OF COLOMA - WAUSHARA COUNTY,NA,NA,NA,NA,480
16450,CITY OF COLUMBUS - MULTIPLE COUNTIES,WISCONSIN,WI,3588,CITY OF COLUMBUS - MULTIPLE COUNTIES,NA,NA,NA,NA,3588
16475,TOWN OF COLUMBUS - COLUMBIA COUNTY,WISCONSIN,WI,444,TOWN OF COLUMBUS - COLUMBIA COUNTY,NA,NA,NA,NA,444
16500,VILLAGE OF COMBINED LOCKS - OUTAGAMIE COUNTY,WISCONSIN,WI,2574,VILLAGE OF COMBINED LOCKS - OUTAGAMIE COUNTY,NA,NA,NA,NA,2574
16550,TOWN OF COMMONWEALTH - FLORENCE COUNTY,WISCONSIN,WI,290,TOWN OF COMMONWEALTH - FLORENCE COUNTY,NA,NA,NA,NA,290
16650,TOWN OF CONCORD - JEFFERSON COUNTY,WISCONSIN,WI,1506,TOWN OF CONCORD - JEFFERSON COUNTY,NA,NA,NA,NA,1506
16750,TOWN OF CONOVER - VILAS COUNTY,WISCONSIN,WI,1071,TOWN OF CONOVER - VILAS COUNTY,NA,NA,NA,NA,1071
16775,VILLAGE OF CONRATH - RUSK COUNTY,WISCONSIN,WI,41,VILLAGE OF CONRATH - RUSK COUNTY,NA,NA,NA,NA,41
16800,TOWN OF COOKS VALLEY - CHIPPEWA COUNTY,WISCONSIN,WI,491,TOWN OF COOKS VALLEY - CHIPPEWA COUNTY,NA,NA,NA,NA,491
16875,TOWN OF COON - VERNON COUNTY,WISCONSIN,WI,521,TOWN OF COON - VERNON COUNTY,NA,NA,NA,NA,521
16900,VILLAGE OF COON VALLEY - VERNON COUNTY,WISCONSIN,WI,516,VILLAGE OF COON VALLEY - VERNON COUNTY,NA,NA,NA,NA,516
16950,TOWN OF COOPERSTOWN - MANITOWOC COUNTY,WISCONSIN,WI,875,TOWN OF COOPERSTOWN - MANITOWOC COUNTY,NA,NA,NA,NA,875
17100,CITY OF CORNELL - CHIPPEWA COUNTY,WISCONSIN,WI,869,CITY OF CORNELL - CHIPPEWA COUNTY,NA,NA,NA,NA,869
17125,TOWN OF CORNING - LINCOLN COUNTY,WISCONSIN,WI,564,TOWN OF CORNING - LINCOLN COUNTY,NA,NA,NA,NA,564
17175,VILLAGE OF COTTAGE GROVE - DANE COUNTY,WISCONSIN,WI,4923,VILLAGE OF COTTAGE GROVE - DANE COUNTY,NA,NA,NA,NA,4923
17200,TOWN OF COTTAGE GROVE - DANE COUNTY,WISCONSIN,WI,2923,TOWN OF COTTAGE GROVE - DANE COUNTY,NA,NA,NA,NA,2923
17225,VILLAGE OF COUDERAY - SAWYER COUNTY,WISCONSIN,WI,75,VILLAGE OF COUDERAY - SAWYER COUNTY,NA,NA,NA,NA,75
17250,TOWN OF COUDERAY - SAWYER COUNTY,WISCONSIN,WI,213,TOWN OF COUDERAY - SAWYER COUNTY,NA,NA,NA,NA,213
17325,TOWN OF COURTLAND - COLUMBIA COUNTY,WISCONSIN,WI,336,TOWN OF COURTLAND - COLUMBIA COUNTY,NA,NA,NA,NA,336
17425,CITY OF CRANDON - FOREST COUNTY,WISCONSIN,WI,1037,CITY OF CRANDON - FOREST COUNTY,NA,NA,NA,NA,1037
17450,TOWN OF CRANDON - FOREST COUNTY,WISCONSIN,WI,435,TOWN OF CRANDON - FOREST COUNTY,NA,NA,NA,NA,435
17525,TOWN OF CRANMOOR - WOOD COUNTY,WISCONSIN,WI,116,TOWN OF CRANMOOR - WOOD COUNTY,NA,NA,NA,NA,116
17625,TOWN OF CRESCENT - ONEIDA COUNTY,WISCONSIN,WI,1560,TOWN OF CRESCENT - ONEIDA COUNTY,NA,NA,NA,NA,1560
17725,VILLAGE OF CRIVITZ - MARINETTE COUNTY,WISCONSIN,WI,633,VILLAGE OF CRIVITZ - MARINETTE COUNTY,NA,NA,NA,NA,633
17737,TOWN OF CROSS - BUFFALO COUNTY,WISCONSIN,WI,258,TOWN OF CROSS - BUFFALO COUNTY,NA,NA,NA,NA,258
17775,VILLAGE OF CROSS PLAINS - DANE COUNTY,WISCONSIN,WI,2865,VILLAGE OF CROSS PLAINS - DANE COUNTY,NA,NA,NA,NA,2865
17800,TOWN OF CROSS PLAINS - DANE COUNTY,WISCONSIN,WI,1202,TOWN OF CROSS PLAINS - DANE COUNTY,NA,NA,NA,NA,1202
17850,TOWN OF CRYSTAL - WASHBURN COUNTY,WISCONSIN,WI,195,TOWN OF CRYSTAL - WASHBURN COUNTY,NA,NA,NA,NA,195
17875,TOWN OF CRYSTAL LAKE - BARRON COUNTY,WISCONSIN,WI,526,TOWN OF CRYSTAL LAKE - BARRON COUNTY,NA,NA,NA,NA,526
17900,TOWN OF CRYSTAL LAKE - MARQUETTE COUNTY,WISCONSIN,WI,384,TOWN OF CRYSTAL LAKE - MARQUETTE COUNTY,NA,NA,NA,NA,384
17950,CITY OF CUBA CITY - MULTIPLE COUNTIES,WISCONSIN,WI,1285,CITY OF CUBA CITY - MULTIPLE COUNTIES,NA,NA,NA,NA,1285
17975,CITY OF CUDAHY - MILWAUKEE COUNTY,WISCONSIN,WI,11595,CITY OF CUDAHY - MILWAUKEE COUNTY,NA,NA,NA,NA,11595
18025,CITY OF CUMBERLAND - BARRON COUNTY,WISCONSIN,WI,1395,CITY OF CUMBERLAND - BARRON COUNTY,NA,NA,NA,NA,1395
18050,TOWN OF CUMBERLAND - BARRON COUNTY,WISCONSIN,WI,571,TOWN OF CUMBERLAND - BARRON COUNTY,NA,NA,NA,NA,571
18075,TOWN OF CURRAN - JACKSON COUNTY,WISCONSIN,WI,199,TOWN OF CURRAN - JACKSON COUNTY,NA,NA,NA,NA,199
18125,VILLAGE OF CURTISS - CLARK COUNTY,WISCONSIN,WI,66,VILLAGE OF CURTISS - CLARK COUNTY,NA,NA,NA,NA,66
18225,TOWN OF CUTLER - JUNEAU COUNTY,WISCONSIN,WI,240,TOWN OF CUTLER - JUNEAU COUNTY,NA,NA,NA,NA,240
18300,TOWN OF CYLON - ST. CROIX COUNTY,WISCONSIN,WI,461,TOWN OF CYLON - ST. CROIX COUNTY,NA,NA,NA,NA,461
18425,TOWN OF DAIRYLAND - DOUGLAS COUNTY,WISCONSIN,WI,152,TOWN OF DAIRYLAND - DOUGLAS COUNTY,NA,NA,NA,NA,152
18475,TOWN OF DAKOTA - WAUSHARA COUNTY,WISCONSIN,WI,688,TOWN OF DAKOTA - WAUSHARA COUNTY,NA,NA,NA,NA,688
18525,TOWN OF DALE - OUTAGAMIE COUNTY,WISCONSIN,WI,2052,TOWN OF DALE - OUTAGAMIE COUNTY,NA,NA,NA,NA,2052
18575,VILLAGE OF DALLAS - BARRON COUNTY,WISCONSIN,WI,218,VILLAGE OF DALLAS - BARRON COUNTY,NA,NA,NA,NA,218
18600,TOWN OF DALLAS - BARRON COUNTY,WISCONSIN,WI,345,TOWN OF DALLAS - BARRON COUNTY,NA,NA,NA,NA,345
18700,VILLAGE OF DANE - DANE COUNTY,WISCONSIN,WI,739,VILLAGE OF DANE - DANE COUNTY,NA,NA,NA,NA,739
18725,TOWN OF DANE - DANE COUNTY,WISCONSIN,WI,651,TOWN OF DANE - DANE COUNTY,NA,NA,NA,NA,651
18750,TOWN OF DANIELS - BURNETT COUNTY,WISCONSIN,WI,475,TOWN OF DANIELS - BURNETT COUNTY,NA,NA,NA,NA,475
18825,VILLAGE OF DARIEN - WALWORTH COUNTY,WISCONSIN,WI,878,VILLAGE OF DARIEN - WALWORTH COUNTY,NA,NA,NA,NA,878
18850,TOWN OF DARIEN - WALWORTH COUNTY,WISCONSIN,WI,1078,TOWN OF DARIEN - WALWORTH COUNTY,NA,NA,NA,NA,1078
18875,CITY OF DARLINGTON - LAFAYETTE COUNTY,WISCONSIN,WI,1210,CITY OF DARLINGTON - LAFAYETTE COUNTY,NA,NA,NA,NA,1210
18900,TOWN OF DARLINGTON - LAFAYETTE COUNTY,WISCONSIN,WI,594,TOWN OF DARLINGTON - LAFAYETTE COUNTY,NA,NA,NA,NA,594
18950,TOWN OF DAY - MARATHON COUNTY,WISCONSIN,WI,750,TOWN OF DAY - MARATHON COUNTY,NA,NA,NA,NA,750
19000,TOWN OF DAYTON - RICHLAND COUNTY,WISCONSIN,WI,447,TOWN OF DAYTON - RICHLAND COUNTY,NA,NA,NA,NA,447
19025,TOWN OF DAYTON - WAUPACA COUNTY,WISCONSIN,WI,1962,TOWN OF DAYTON - WAUPACA COUNTY,NA,NA,NA,NA,1962
19075,TOWN OF DECATUR - GREEN COUNTY,WISCONSIN,WI,1215,TOWN OF DECATUR - GREEN COUNTY,NA,NA,NA,NA,1215
19200,TOWN OF DEER CREEK - OUTAGAMIE COUNTY,WISCONSIN,WI,363,TOWN OF DEER CREEK - OUTAGAMIE COUNTY,NA,NA,NA,NA,363
19225,TOWN OF DEER CREEK - TAYLOR COUNTY,WISCONSIN,WI,411,TOWN OF DEER CREEK - TAYLOR COUNTY,NA,NA,NA,NA,411
19250,VILLAGE OF DEERFIELD - DANE COUNTY,WISCONSIN,WI,1696,VILLAGE OF DEERFIELD - DANE COUNTY,NA,NA,NA,NA,1696
19275,TOWN OF DEERFIELD - DANE COUNTY,WISCONSIN,WI,1162,TOWN OF DEERFIELD - DANE COUNTY,NA,NA,NA,NA,1162
19300,TOWN OF DEERFIELD - WAUSHARA COUNTY,WISCONSIN,WI,509,TOWN OF DEERFIELD - WAUSHARA COUNTY,NA,NA,NA,NA,509
19325,VILLAGE OF DEER PARK - ST. CROIX COUNTY,WISCONSIN,WI,142,VILLAGE OF DEER PARK - ST. CROIX COUNTY,NA,NA,NA,NA,142
19350,VILLAGE OF DEFOREST - DANE COUNTY,WISCONSIN,WI,7326,VILLAGE OF DEFOREST - DANE COUNTY,NA,NA,NA,NA,7326
19375,TOWN OF DEKORRA - COLUMBIA COUNTY,WISCONSIN,WI,1880,TOWN OF DEKORRA - COLUMBIA COUNTY,NA,NA,NA,NA,1880
19400,CITY OF DELAFIELD - WAUKESHA COUNTY,WISCONSIN,WI,5624,CITY OF DELAFIELD - WAUKESHA COUNTY,NA,NA,NA,NA,5624
19425,TOWN OF DELAFIELD - WAUKESHA COUNTY,WISCONSIN,WI,6710,TOWN OF DELAFIELD - WAUKESHA COUNTY,NA,NA,NA,NA,6710
19450,CITY OF DELAVAN - WALWORTH COUNTY,WISCONSIN,WI,4535,CITY OF DELAVAN - WALWORTH COUNTY,NA,NA,NA,NA,4535
19475,TOWN OF DELAVAN - WALWORTH COUNTY,WISCONSIN,WI,3568,TOWN OF DELAVAN - WALWORTH COUNTY,NA,NA,NA,NA,3568
19550,TOWN OF DELLONA - SAUK COUNTY,WISCONSIN,WI,1253,TOWN OF DELLONA - SAUK COUNTY,NA,NA,NA,NA,1253
19575,TOWN OF DELL PRAIRIE - ADAMS COUNTY,WISCONSIN,WI,1151,TOWN OF DELL PRAIRIE - ADAMS COUNTY,NA,NA,NA,NA,1151
19625,TOWN OF DELMAR - CHIPPEWA COUNTY,WISCONSIN,WI,603,TOWN OF DELMAR - CHIPPEWA COUNTY,NA,NA,NA,NA,603
19662,TOWN OF DELTA - BAYFIELD COUNTY,WISCONSIN,WI,272,TOWN OF DELTA - BAYFIELD COUNTY,NA,NA,NA,NA,272
19675,TOWN OF DELTON - SAUK COUNTY,WISCONSIN,WI,1572,TOWN OF DELTON - SAUK COUNTY,NA,NA,NA,NA,1572
19700,VILLAGE OF DENMARK - BROWN COUNTY,WISCONSIN,WI,1439,VILLAGE OF DENMARK - BROWN COUNTY,NA,NA,NA,NA,1439
19775,CITY OF DE PERE - BROWN COUNTY,WISCONSIN,WI,16413,CITY OF DE PERE - BROWN COUNTY,NA,NA,NA,NA,16413
19850,VILLAGE OF DE SOTO - MULTIPLE COUNTIES,WISCONSIN,WI,227,VILLAGE OF DE SOTO - MULTIPLE COUNTIES,NA,NA,NA,NA,227
19925,TOWN OF DEWEY - BURNETT COUNTY,WISCONSIN,WI,363,TOWN OF DEWEY - BURNETT COUNTY,NA,NA,NA,NA,363
19975,TOWN OF DEWEY - PORTAGE COUNTY,WISCONSIN,WI,731,TOWN OF DEWEY - PORTAGE COUNTY,NA,NA,NA,NA,731
20000,TOWN OF DEWEY - RUSK COUNTY,WISCONSIN,WI,369,TOWN OF DEWEY - RUSK COUNTY,NA,NA,NA,NA,369
20025,TOWN OF DEWHURST - CLARK COUNTY,WISCONSIN,WI,256,TOWN OF DEWHURST - CLARK COUNTY,NA,NA,NA,NA,256
20075,TOWN OF DEXTER - WOOD COUNTY,WISCONSIN,WI,262,TOWN OF DEXTER - WOOD COUNTY,NA,NA,NA,NA,262
20150,TOWN OF DIAMOND BLUFF - PIERCE COUNTY,WISCONSIN,WI,356,TOWN OF DIAMOND BLUFF - PIERCE COUNTY,NA,NA,NA,NA,356
20175,VILLAGE OF DICKEYVILLE - GRANT COUNTY,WISCONSIN,WI,671,VILLAGE OF DICKEYVILLE - GRANT COUNTY,NA,NA,NA,NA,671
20300,TOWN OF DODGE - TREMPEALEAU COUNTY,WISCONSIN,WI,293,TOWN OF DODGE - TREMPEALEAU COUNTY,NA,NA,NA,NA,293
20350,CITY OF DODGEVILLE - IOWA COUNTY,WISCONSIN,WI,3124,CITY OF DODGEVILLE - IOWA COUNTY,NA,NA,NA,NA,3124
20375,TOWN OF DODGEVILLE - IOWA COUNTY,WISCONSIN,WI,1170,TOWN OF DODGEVILLE - IOWA COUNTY,NA,NA,NA,NA,1170
20450,VILLAGE OF DORCHESTER - MULTIPLE COUNTIES,WISCONSIN,WI,380,VILLAGE OF DORCHESTER - MULTIPLE COUNTIES,NA,NA,NA,NA,380
20475,TOWN OF DOTY - OCONTO COUNTY,WISCONSIN,WI,270,TOWN OF DOTY - OCONTO COUNTY,NA,NA,NA,NA,270
20525,TOWN OF DOUGLAS - MARQUETTE COUNTY,WISCONSIN,WI,592,TOWN OF DOUGLAS - MARQUETTE COUNTY,NA,NA,NA,NA,592
20550,VILLAGE OF DOUSMAN - WAUKESHA COUNTY,WISCONSIN,WI,1685,VILLAGE OF DOUSMAN - WAUKESHA COUNTY,NA,NA,NA,NA,1685
20575,TOWN OF DOVER - BUFFALO COUNTY,WISCONSIN,WI,297,TOWN OF DOVER - BUFFALO COUNTY,NA,NA,NA,NA,297
20625,TOWN OF DOVER - RACINE COUNTY,WISCONSIN,WI,2548,TOWN OF DOVER - RACINE COUNTY,NA,NA,NA,NA,2548
20650,TOWN OF DOVRE - BARRON COUNTY,WISCONSIN,WI,490,TOWN OF DOVRE - BARRON COUNTY,NA,NA,NA,NA,490
20675,VILLAGE OF DOWNING - DUNN COUNTY,WISCONSIN,WI,146,VILLAGE OF DOWNING - DUNN COUNTY,NA,NA,NA,NA,146
20750,TOWN OF DOYLE - BARRON COUNTY,WISCONSIN,WI,359,TOWN OF DOYLE - BARRON COUNTY,NA,NA,NA,NA,359
20775,VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY,WISCONSIN,WI,188,VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY,NA,NA,NA,NA,188
20800,TOWN OF DRAMMEN - EAU CLAIRE COUNTY,WISCONSIN,WI,533,TOWN OF DRAMMEN - EAU CLAIRE COUNTY,NA,NA,NA,NA,533
20825,TOWN OF DRAPER - SAWYER COUNTY,WISCONSIN,WI,173,TOWN OF DRAPER - SAWYER COUNTY,NA,NA,NA,NA,173
20850,VILLAGE OF DRESSER - POLK COUNTY,WISCONSIN,WI,563,VILLAGE OF DRESSER - POLK COUNTY,NA,NA,NA,NA,563
20887,TOWN OF DRUMMOND - BAYFIELD COUNTY,WISCONSIN,WI,423,TOWN OF DRUMMOND - BAYFIELD COUNTY,NA,NA,NA,NA,423
21000,TOWN OF DUNBAR - MARINETTE COUNTY,WISCONSIN,WI,410,TOWN OF DUNBAR - MARINETTE COUNTY,NA,NA,NA,NA,410
21100,TOWN OF DUNKIRK - DANE COUNTY,WISCONSIN,WI,1461,TOWN OF DUNKIRK - DANE COUNTY,NA,NA,NA,NA,1461
21125,TOWN OF DUNN - DANE COUNTY,WISCONSIN,WI,3933,TOWN OF DUNN - DANE COUNTY,NA,NA,NA,NA,3933
21150,TOWN OF DUNN - DUNN COUNTY,WISCONSIN,WI,1021,TOWN OF DUNN - DUNN COUNTY,NA,NA,NA,NA,1021
21200,TOWN OF DUPONT - WAUPACA COUNTY,WISCONSIN,WI,408,TOWN OF DUPONT - WAUPACA COUNTY,NA,NA,NA,NA,408
21225,CITY OF DURAND - PEPIN COUNTY,WISCONSIN,WI,1149,CITY OF DURAND - PEPIN COUNTY,NA,NA,NA,NA,1149
21250,TOWN OF DURAND - PEPIN COUNTY,WISCONSIN,WI,470,TOWN OF DURAND - PEPIN COUNTY,NA,NA,NA,NA,470
21400,TOWN OF EAGLE - RICHLAND COUNTY,WISCONSIN,WI,297,TOWN OF EAGLE - RICHLAND COUNTY,NA,NA,NA,NA,297
21425,VILLAGE OF EAGLE - WAUKESHA COUNTY,WISCONSIN,WI,1553,VILLAGE OF EAGLE - WAUKESHA COUNTY,NA,NA,NA,NA,1553
21450,TOWN OF EAGLE - WAUKESHA COUNTY,WISCONSIN,WI,2782,TOWN OF EAGLE - WAUKESHA COUNTY,NA,NA,NA,NA,2782
21600,TOWN OF EAGLE POINT - CHIPPEWA COUNTY,WISCONSIN,WI,2381,TOWN OF EAGLE POINT - CHIPPEWA COUNTY,NA,NA,NA,NA,2381
21625,CITY OF EAGLE RIVER - VILAS COUNTY,WISCONSIN,WI,1074,CITY OF EAGLE RIVER - VILAS COUNTY,NA,NA,NA,NA,1074
21900,VILLAGE OF EASTMAN - CRAWFORD COUNTY,WISCONSIN,WI,248,VILLAGE OF EASTMAN - CRAWFORD COUNTY,NA,NA,NA,NA,248
21925,TOWN OF EASTMAN - CRAWFORD COUNTY,WISCONSIN,WI,507,TOWN OF EASTMAN - CRAWFORD COUNTY,NA,NA,NA,NA,507
22000,TOWN OF EASTON - ADAMS COUNTY,WISCONSIN,WI,672,TOWN OF EASTON - ADAMS COUNTY,NA,NA,NA,NA,672
22025,TOWN OF EASTON - MARATHON COUNTY,WISCONSIN,WI,845,TOWN OF EASTON - MARATHON COUNTY,NA,NA,NA,NA,845
22100,VILLAGE OF EAST TROY - WALWORTH COUNTY,WISCONSIN,WI,3130,VILLAGE OF EAST TROY - WALWORTH COUNTY,NA,NA,NA,NA,3130
22125,TOWN OF EAST TROY - WALWORTH COUNTY,WISCONSIN,WI,3120,TOWN OF EAST TROY - WALWORTH COUNTY,NA,NA,NA,NA,3120
22225,TOWN OF EATON - BROWN COUNTY,WISCONSIN,WI,1170,TOWN OF EATON - BROWN COUNTY,NA,NA,NA,NA,1170
22250,TOWN OF EATON - CLARK COUNTY,WISCONSIN,WI,327,TOWN OF EATON - CLARK COUNTY,NA,NA,NA,NA,327
22275,TOWN OF EATON - MANITOWOC COUNTY,WISCONSIN,WI,613,TOWN OF EATON - MANITOWOC COUNTY,NA,NA,NA,NA,613
22300,CITY OF EAU CLAIRE - MULTIPLE COUNTIES,WISCONSIN,WI,44163,CITY OF EAU CLAIRE - MULTIPLE COUNTIES,NA,NA,NA,NA,44163
22375,TOWN OF EAU GALLE - DUNN COUNTY,WISCONSIN,WI,524,TOWN OF EAU GALLE - DUNN COUNTY,NA,NA,NA,NA,524
22400,TOWN OF EAU GALLE - ST. CROIX COUNTY,WISCONSIN,WI,854,TOWN OF EAU GALLE - ST. CROIX COUNTY,NA,NA,NA,NA,854
22425,TOWN OF EAU PLEINE - MARATHON COUNTY,WISCONSIN,WI,481,TOWN OF EAU PLEINE - MARATHON COUNTY,NA,NA,NA,NA,481
22450,TOWN OF EAU PLEINE - PORTAGE COUNTY,WISCONSIN,WI,724,TOWN OF EAU PLEINE - PORTAGE COUNTY,NA,NA,NA,NA,724
22475,VILLAGE OF EDEN - FOND DU LAC COUNTY,WISCONSIN,WI,527,VILLAGE OF EDEN - FOND DU LAC COUNTY,NA,NA,NA,NA,527
22500,TOWN OF EDEN - FOND DU LAC COUNTY,WISCONSIN,WI,759,TOWN OF EDEN - FOND DU LAC COUNTY,NA,NA,NA,NA,759
22525,TOWN OF EDEN - IOWA COUNTY,WISCONSIN,WI,249,TOWN OF EDEN - IOWA COUNTY,NA,NA,NA,NA,249
22550,VILLAGE OF EDGAR - MARATHON COUNTY,WISCONSIN,WI,956,VILLAGE OF EDGAR - MARATHON COUNTY,NA,NA,NA,NA,956
22575,CITY OF EDGERTON - MULTIPLE COUNTIES,WISCONSIN,WI,3717,CITY OF EDGERTON - MULTIPLE COUNTIES,NA,NA,NA,NA,3717
22625,TOWN OF EDGEWATER - SAWYER COUNTY,WISCONSIN,WI,449,TOWN OF EDGEWATER - SAWYER COUNTY,NA,NA,NA,NA,449
22750,TOWN OF EDSON - CHIPPEWA COUNTY,WISCONSIN,WI,575,TOWN OF EDSON - CHIPPEWA COUNTY,NA,NA,NA,NA,575
22850,VILLAGE OF EGG HARBOR - DOOR COUNTY,WISCONSIN,WI,284,VILLAGE OF EGG HARBOR - DOOR COUNTY,NA,NA,NA,NA,284
22875,TOWN OF EGG HARBOR - DOOR COUNTY,WISCONSIN,WI,1202,TOWN OF EGG HARBOR - DOOR COUNTY,NA,NA,NA,NA,1202
22925,TOWN OF EILEEN - BAYFIELD COUNTY,WISCONSIN,WI,520,TOWN OF EILEEN - BAYFIELD COUNTY,NA,NA,NA,NA,520
22950,TOWN OF EISENSTEIN - PRICE COUNTY,WISCONSIN,WI,435,TOWN OF EISENSTEIN - PRICE COUNTY,NA,NA,NA,NA,435
22975,VILLAGE OF ELAND - SHAWANO COUNTY,WISCONSIN,WI,152,VILLAGE OF ELAND - SHAWANO COUNTY,NA,NA,NA,NA,152
23000,TOWN OF ELBA - DODGE COUNTY,WISCONSIN,WI,753,TOWN OF ELBA - DODGE COUNTY,NA,NA,NA,NA,753
23050,TOWN OF ELCHO - LANGLADE COUNTY,WISCONSIN,WI,926,TOWN OF ELCHO - LANGLADE COUNTY,NA,NA,NA,NA,926
23075,VILLAGE OF ELDERON - MARATHON COUNTY,WISCONSIN,WI,105,VILLAGE OF ELDERON - MARATHON COUNTY,NA,NA,NA,NA,105
23100,TOWN OF ELDERON - MARATHON COUNTY,WISCONSIN,WI,414,TOWN OF ELDERON - MARATHON COUNTY,NA,NA,NA,NA,414
23150,TOWN OF ELDORADO - FOND DU LAC COUNTY,WISCONSIN,WI,973,TOWN OF ELDORADO - FOND DU LAC COUNTY,NA,NA,NA,NA,973
23175,VILLAGE OF ELEVA - TREMPEALEAU COUNTY,WISCONSIN,WI,404,VILLAGE OF ELEVA - TREMPEALEAU COUNTY,NA,NA,NA,NA,404
23200,TOWN OF ELK - PRICE COUNTY,WISCONSIN,WI,777,TOWN OF ELK - PRICE COUNTY,NA,NA,NA,NA,777
23262,TOWN OF ELK GROVE - LAFAYETTE COUNTY,WISCONSIN,WI,263,TOWN OF ELK GROVE - LAFAYETTE COUNTY,NA,NA,NA,NA,263
23275,VILLAGE OF ELKHART LAKE - SHEBOYGAN COUNTY,WISCONSIN,WI,837,VILLAGE OF ELKHART LAKE - SHEBOYGAN COUNTY,NA,NA,NA,NA,837
23300,CITY OF ELKHORN - WALWORTH COUNTY,WISCONSIN,WI,5854,CITY OF ELKHORN - WALWORTH COUNTY,NA,NA,NA,NA,5854
23325,VILLAGE OF ELK MOUND - DUNN COUNTY,WISCONSIN,WI,515,VILLAGE OF ELK MOUND - DUNN COUNTY,NA,NA,NA,NA,515
23350,TOWN OF ELK MOUND - DUNN COUNTY,WISCONSIN,WI,1179,TOWN OF ELK MOUND - DUNN COUNTY,NA,NA,NA,NA,1179
23400,TOWN OF ELLENBORO - GRANT COUNTY,WISCONSIN,WI,367,TOWN OF ELLENBORO - GRANT COUNTY,NA,NA,NA,NA,367
23425,TOWN OF ELLINGTON - OUTAGAMIE COUNTY,WISCONSIN,WI,2205,TOWN OF ELLINGTON - OUTAGAMIE COUNTY,NA,NA,NA,NA,2205
23525,VILLAGE OF ELLSWORTH - PIERCE COUNTY,WISCONSIN,WI,1991,VILLAGE OF ELLSWORTH - PIERCE COUNTY,NA,NA,NA,NA,1991
23550,TOWN OF ELLSWORTH - PIERCE COUNTY,WISCONSIN,WI,813,TOWN OF ELLSWORTH - PIERCE COUNTY,NA,NA,NA,NA,813
23575,VILLAGE OF ELM GROVE - WAUKESHA COUNTY,WISCONSIN,WI,5097,VILLAGE OF ELM GROVE - WAUKESHA COUNTY,NA,NA,NA,NA,5097
23700,VILLAGE OF ELMWOOD - PIERCE COUNTY,WISCONSIN,WI,490,VILLAGE OF ELMWOOD - PIERCE COUNTY,NA,NA,NA,NA,490
23725,VILLAGE OF ELMWOOD PARK - RACINE COUNTY,WISCONSIN,WI,374,VILLAGE OF ELMWOOD PARK - RACINE COUNTY,NA,NA,NA,NA,374
23775,TOWN OF EL PASO - PIERCE COUNTY,WISCONSIN,WI,492,TOWN OF EL PASO - PIERCE COUNTY,NA,NA,NA,NA,492
23800,CITY OF ELROY - JUNEAU COUNTY,WISCONSIN,WI,729,CITY OF ELROY - JUNEAU COUNTY,NA,NA,NA,NA,729
23850,VILLAGE OF EMBARRASS - WAUPACA COUNTY,WISCONSIN,WI,222,VILLAGE OF EMBARRASS - WAUPACA COUNTY,NA,NA,NA,NA,222
23925,TOWN OF EMERALD - ST. CROIX COUNTY,WISCONSIN,WI,564,TOWN OF EMERALD - ST. CROIX COUNTY,NA,NA,NA,NA,564
